Location Id,Location Name,Location Type,Format,Dotcom Locations,Night to Day Locations,Number of Bays,Drop Sequence,Paired Location,Last Drop Restriction,Council Restricted,Country,Cage Consolidation,Vol Before Cage Consolidation
6115,Penzance,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6176,Exwick,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6303,Ivybridge,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6304,Mutly Place Plymouth ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6377,Plymouth Discovery,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6594,Plymouth Wolsley Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6657,Newquay East St,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6842,St Austell Tregonissey Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6896,Westward Golf Links Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2188,Billingham,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2278,Chester Le Street,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2371,Durham Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2562,Rowlands Gill,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2638,Hartlepool Extra,Store,Extra,Yes,Yes,1,,,No,Yes,England,Yes,7
2914,N/Castle B/Ton Rd Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2915,Newcastle West Rd Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2916,Newton Aycliffe,Store,Extra,No,No,1,,,No,No,England,Yes,7
2917,Newcastle U/T Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2938,Jesmond Metro,Store,Metro,No,Yes,1,,,No,Yes,England,Yes,7
2968,Billy Mill Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2969,North Shields Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2971,Stockton Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3223,Sunderland Metro,Store,Metro,No,Yes,1,,,No,Yes,England,Yes,7
3255,South Shields,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
3303,Throstn Gra Hpool Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3468,Yarm Eaglescliffe,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
4346,Newcastle Saville Row,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4347,Hetton Le Hole,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4358,Consett Genesis,Store,Extra,No,Yes,1,,,No,Yes,England,Yes,7
4561,Newcastle Barrack Rd,Store,Express,No,No,1,,,No,No,England,Yes,7
4802,Cramlington EXP,Store,Express,No,No,1,,,No,No,England,Yes,7
5021,Parliamnt Rd Mbro Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5071,Norton Stktn Tees Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5108,Redcar,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
5109,Ingelby Barwick Middlesboro,Store,Superstore,No,No,1,,,No,No,England,Yes,7
5185,Coulby Newham,Store,Extra,No,Yes,1,,,No,Yes,England,Yes,7
5187,Roman Road Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5201,Catcote Road Hartlepool Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5254,Acklam Road Middlesborough Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5274,Dixons Bank Middlesborough Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5276,Gosforth Newcastle Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5340,Silksworth Sunderland Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5373,Normanby Middlesboro Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5395,Quayside Newcastle Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5412,Bypass Billingham Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5457,Annfield Plain,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
5496,Middlesboro Martin Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5596,Durham Rd North,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5658,Amble,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5805,Darlington Market,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5819,Claremont Whitley Bay,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5847,Middlesbrough Coronation,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5866,Middlesborough Corporation,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5936,Consett Durham Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5967,Newcastle Chillingham Road,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5970,Durham Langley Moor,Store,Superstore,No,No,1,,,No,No,England,Yes,7
6058,Middlesbrough,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6086,Battle Wallsend,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6128,Newcastle Eldon Sq,Store,Metro,No,No,1,,,No,No,England,Yes,7
6168,Newcastle U Tyne,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6334,Sacriston ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6407,South Shield Prince Edward,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6502,Seaham Stockton Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6513,Eston Cleveland,Store,Extra,No,Yes,1,,,No,Yes,England,Yes,7
6520,Westoe Crown Village,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6524,Gateshead Carr Hill Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6536,Middlesbrough Longlands,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6597,Newcastle Chapel Park,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6606,Wickham ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6653,Sunderland Retail Park,Store,Extra,No,Yes,1,,,No,Yes,England,Yes,7
6715,Gateshead Coatsworth Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6761,Shiremoor Cobalt Business Park,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6781,Corby Oakley Rd (SCOTLAND),Store,Extra,No,Yes,1,Solo,,No,Yes,England,Yes,7
6864,Newcastle Stoddart St,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2004,Addiscombe Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2031,Ashford Crooksft Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2039,Ashford Park Farm,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2094,Bexhill,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2140,Bstairs Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
2143,Brixton,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2177,Battle Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2191,Banstead Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2200,Broadstairs Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2203,Bromley Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2208,Bexhill Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2211,Balham Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2253,Catford,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2270,Caterham,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2342,Colliers Wood Express,Store,Express,No,No,1,,,No,No,England,Yes,7
2345,Bell Grn Catford Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2348,Croydon Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2395,Canterbury Metro,Store,Metro,No,No,1,,,No,No,England,Yes,7
2422,Dover Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2438,Eastbourne 1 Superstore,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2445,Elmers End,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2449,East Molesey Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
2450,Eastbourne Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2485,Ewell Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2526,Faversham,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2531,Fernside Stleonrd Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2535,Folkestone,Store,Superstore,Yes,Yes,1,,,No,Yes,England,Yes,7
2541,Forest Row Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2556,Forest Hill Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2560,Gatwick Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2572,Gillingham Kent,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2577,Gravesend Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
2596,Grove Park Express,Store,Express,No,No,1,,,No,No,England,Yes,7
2680,Hawkinge Folkston Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2723,Croxted Rd Dulwch Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2803,Larkfield Express,Store,Express,No,No,1,,,No,No,England,Yes,7
2821,Lewisham,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2857,Lunsford Park Extra,Store,Extra,Yes,No,1,,,No,Yes,England,Yes,7
2860,Maidstone Grove Green,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2902,Tonbridge Rd Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2903,Maidstone,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2906,Margate Superstore,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2965,North Cheam Express,Store,Express,No,No,1,,,No,No,England,Yes,7
3003,Pevensey Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3007,Pembury,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
3038,Polegate Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3066,Purley Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3068,High St Penge Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3070,Mace Lane Ashford Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3077,New Prk Thntn Hth Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3078,Rainham Kent Superstore,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
3112,Ramsgate Manston,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
3116,Station Rd Hthfld Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3137,Sevenoaks Riverhead,Store,Superstore,No,No,1,,,No,No,England,Yes,7
3148,St Pauls Cray Express,Store,Express,No,No,1,,,No,No,England,Yes,7
3179,Sheerness,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
3180,Sidcup,Store,Superstore,No,No,1,,,No,No,England,Yes,7
3189,Southwark,Store,Superstore,No,No,1,,,No,No,England,Yes,7
3205,Surrey Quays,Store,Superstore,No,No,1,,,No,No,England,Yes,7
3232,Strood,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
3235,Sutton Cheam Park,Store,Extra,No,No,1,,,No,No,England,Yes,7
3246,Southborough Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3257,Seaside Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3283,Tenterden,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
3292,Norbury Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3304,Tunbridge Wells Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
3330,Uckfield,Store,Superstore,No,No,1,,,No,No,England,Yes,7
3355,Eastbourne Grove Road,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3386,West Wickham Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3389,Wimbledon Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
3399,Hurst Park,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
3400,West Malling Superstore,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
3401,Whitstable Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3402,Wimbledon Express,Store,Express,No,No,1,,,No,No,England,Yes,7
3446,West Croydon Express,Store,Express,No,No,1,,,No,No,England,Yes,7
4342,Streatham Extra,Store,Extra,No,No,1,,,No,Yes,England,Yes,7
4356,Chertsey Heritage House,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4376,Mitcham Streatham Road,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4387,Meopham,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4392,Canterbury New Dover Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4490,Hersham Molesey Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4498,Hailsham South Rd,Store,Express,No,No,1,,,No,No,England,Yes,7
4502,Epsom Ruxley Lane,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4616,Haywards Heath Walnut Park,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4619,Hastings Little Ridge Ave,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4647,Whyteleafe Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
